"TestId","Date","Time","Name","Segment","Position","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Height","Landing Performance Index","Landing Phase","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse"
"gqYxo7lNf3k9JWahobRS","02/12/2025","13:50:58","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",634.285,0.3833,177.34,-0.3,6971.6312,-5382.3164,1614,254.4597,1243.8511,196.1029,1614,254.4597,1420.323,223.9251,1671,263.4462,0.276,42.9238,0.141,21.9285,0.226,35.1477,0.548,0.643,85.4528,178.4286,496.664,263.8814,2.088,-0.841,-1.3293,1.6712,2.7428,2.8286,-938.5841,-14.5164,-1301.6432,-20.1315,2139.8282,33.0951,55.9222,3615.7593,0.6196,812,802,-3.3373,601.1702,642.6809,-1.2567,825,846,-1.7499,697.7345,722.5885,0.5086,3503.5461,3468.0851,-6.4778,-3.4349,"N/A",0.3536,1.2232,0.289,-4057.6544,2259,760.7208,356.149,3.143,1165,1094,-7.2832,352.6578,408.063,"N/A",0.8523,0.5963,174.887,2.7048,1.3216,321.777,4.9767,2.7596
"hLbHSu6FLo6PgUGyv0HL","02/11/2025","15:22:55","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",642.715,0.4026,184.1087,-0.3277,8603.0534,-5403.611,1770,275.3942,1391.2977,216.472,1769,275.2386,1442.9221,224.5042,1772,275.7054,0.305,45.7271,0.131,19.6402,0.231,34.6327,0.581,0.667,97.4933,185.7198,515.876,283.2132,1.9049,-0.9308,-1.5032,1.7479,2.8101,2.9085,-1163.2858,-17.7557,-1644.8717,-25.1063,2247.1258,34.2987,57.1032,3741.1888,-4.5789,844,925,-11.2126,617.6489,773.6489,-4.6275,845,927,-2.7737,701.4502,741.4719,4.8802,4511.4504,4091.6031,-20.2434,-5.4032,"N/A",0.4204,1.4056,0.299,-3457.9042,2528,778.5287,393.3314,-6.8038,1178,1350,6.0241,412.7142,365.8145,"N/A",0.8711,0.6034,181.689,2.7732,1.4881,334.187,5.1008,2.8347
"fE44bktKeI8g5SVUqTAl","02/11/2025","15:21:12","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",642.922,0.3858,180.3146,-0.3071,7467.1533,-5406.569,1661,258.3517,1329.4891,206.7885,1661,258.3517,1433.6404,222.9882,1690,262.8624,0.263,41.879,0.137,21.8153,0.228,36.3057,0.576,0.628,93.5427,181.0998,509.309,274.6425,1.936,-0.8775,-1.43,1.6986,2.7513,2.8567,-1053.2387,-16.0708,-1581.6588,-24.1337,2183.7924,33.3213,57.0563,3739.3197,-0.0602,830,831,-0.4755,661.5839,667.9051,-3.0769,819,871,-3.8737,689.0526,744.5877,-1.4663,3678.8321,3788.3212,-0.9404,-7.4344,"N/A",0.4199,1.516,0.277,-3632.7989,3583,853.2938,557.2993,-3.8794,1722,1861,2.1514,435.8259,417.4678,"N/A",0.9172,0.6144,181.623,2.7713,1.4273,327.686,5,2.7633
"1uZyIUmo0ARfdGHWMOED","02/11/2025","15:19:01","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",639.346,0.3914,180.5791,-0.2858,6704.2254,-5551.9311,1587,248.2224,1249.4718,195.4297,1586,248.066,1440.6726,225.3354,1709,267.3044,0.24,39.4737,0.142,23.3553,0.226,37.1711,0.565,0.608,86.1554,181.8723,503.307,268.0277,2.111,-0.8412,-1.3326,1.686,2.7708,2.8726,-945.3562,-14.5054,-1298.2248,-19.9197,2188.6874,33.5828,58.565,3816.8501,-3.0265,769,817,-5.1408,592.6197,656.8521,-2.7501,831,878,-1.5701,709.0265,731.646,1.4706,3401.4085,3302.8169,-9.8098,-3.1055,"1130",0.3858,1.4839,0.26,-5079.9122,2789,805.7009,436.227,0.6812,1404,1385,-11.8134,355.2602,450.4407,"21.1332",0.9293,0.6436,176.9425,2.715,1.322,326.3645,5.0077,2.7906
"Jcy5Kgmi9EtWg2cXtxjj","02/05/2025","14:05:45","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",635.521,0.3851,178.0771,-0.2743,9235.7724,-6466.5113,1774,279.1411,1355.3902,213.2723,1774,279.1411,1491.2644,234.6523,1822,286.6939,0.26,43.9932,0.123,20.8122,0.208,35.1946,0.562,0.591,87.9694,178.8641,477.191,266.8335,2.0333,-0.8646,-1.3607,1.7279,2.7488,2.8523,-1037.0627,-16.0083,-1430.8104,-22.0862,2278.8676,35.177,59.2709,3839.7461,-1.8038,871,903,0.8152,683.2195,672.1707,-2.4149,889,933,-4.3507,713.1923,778.0721,-16.0211,3878.0488,5357.7236,1.7298,-8.32,"N/A",0.3828,1.8859,0.203,-6746.8635,3316,804.1388,521.7766,-4.1013,1590,1726,3.632,416.6726,387.4662,"N/A",0.9509,0.6516,166.1385,2.5645,1.3579,311.0525,4.8015,2.761
"10TMx7ieX8bmG38dOD4K","02/05/2025","14:03:48","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",634.038,0.414,184.2256,-0.3028,9790.3226,-6104.5478,1848,291.4652,1428.7177,225.3363,1848,291.4652,1429.2974,225.4277,1848,291.4652,0.257,41.925,0.124,20.2284,0.232,37.8467,0.589,0.613,97.9263,185.4107,509.0545,283.337,1.8934,-0.9607,-1.5241,1.8549,2.8504,3.0007,-1214.5304,-18.7915,-1711.9082,-26.4871,2311.5976,35.7656,59.7739,3863.2939,-1.9481,906,942,-3.1062,692.1694,736.5484,-2.381,902,946,-0.4533,711.4095,717.8879,-0.3295,4879.0323,4911.2903,-6.0413,-0.9152,"N/A",0.4338,1.7081,0.254,-5227.0948,3104,792.1926,489.5606,3.6082,1608,1496,18.3104,468.623,323.5696,"N/A",0.9608,0.6755,176.547,2.7316,1.5151,332.5075,5.1446,2.8687
"03l3rU5MET8KBf9eJ0cg","02/05/2025","14:01:30","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",635.848,0.412,184.2702,-0.2982,9031.746,-5968.3299,1780,279.9411,1383.1032,217.521,1778,279.6266,1456.9467,229.1344,1788,281.1993,0.274,43.84,0.126,20.16,0.225,36,0.586,0.625,93.5772,185.6227,502.3825,279.1999,1.9836,-0.9067,-1.4551,1.7701,2.843,2.9357,-1121.1276,-17.297,-1596.3394,-24.6287,2293.6283,35.3866,58.2705,3776.876,-4.2745,851,927,-4.3777,661.2778,721.8254,-4.2506,856,932,-3.9849,699.4444,757.5022,-0.1757,4507.9365,4523.8095,-8.4127,-7.6647,"N/A",0.4247,1.4152,0.3,-3499.5822,2957,1181.3803,465.0483,-20.9334,1169,1788,-10.0539,531.3028,650.0775,"N/A",0.9376,0.6591,173.694,2.6798,1.4437,328.6885,5.0711,2.8638
"FwNz3LfrOIAFpMVpJfrf","02/04/2025","15:13:56","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",635.235,0.4031,182.13,-0.2974,9479.6748,-6081.9393,1809,284.7765,1396.0407,219.7676,1807,284.4617,1444.8584,227.4526,1824,287.1378,0.302,46.3902,0.123,18.894,0.226,34.7158,0.578,0.651,92.9881,183.8529,498.538,276.841,1.9772,-0.9128,-1.4534,1.7763,2.8127,2.9099,-1135.897,-17.5418,-1589.1158,-24.5409,2265.494,34.9863,56.3725,3650.3355,0.6087,909,898,0.6645,702.6585,693.3821,-0.6579,906,918,-3.8464,694.6416,750.2168,0,4739.8374,4739.8374,1.3247,-7.3718,"N/A",0.4135,1.4824,0.279,-4198.7056,2800,752.7422,440.7818,-14.6429,1195,1605,-7.8571,346.7992,405.943,"N/A",0.8879,0.6194,171.122,2.6427,1.436,327.416,5.0563,2.8393
"D0GrJC7EI6pwzd5vuNNo","02/04/2025","15:10:47","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",637.259,0.382,177.8514,-0.2824,5025.1572,-5090.1596,1438,225.6539,1147.5346,180.0735,1437,225.497,1393.4195,218.6583,1631,255.9399,0.29,42.3358,0.159,23.2117,0.236,34.4526,0.56,0.685,80.7303,179.1589,511.6065,259.8892,2.2192,-0.7942,-1.2534,1.6396,2.7379,2.8475,-827.0545,-12.7317,-1192.9138,-18.3638,2080.0936,32.0211,58.0328,3769.8207,4.8017,753,684,-0.9405,568.3711,579.1635,-1.7781,801,830,0.2193,698.2373,695.1822,19.8999,3012.5786,2012.5786,-1.9521,0.4427,"N/A",0.3835,1.4419,0.266,-4693.8345,2581,851.5696,405.0159,2.6734,1325,1256,3.566,440.9682,410.6014,"N/A",0.8175,0.5577,182.0545,2.8026,1.2428,329.552,5.0731,2.758
"dhMVCyOR1zTUORiW6KT8","02/03/2025","14:42:26","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",642.502,0.3965,182.6952,-0.3045,6823.9437,-5310.8987,1617,251.6724,1278.8028,199.0348,1617,251.6724,1420.2468,221.0494,1679,261.3221,0.243,39.1935,0.142,22.9032,0.235,37.9032,0.574,0.62,89.8642,183.5575,515.645,273.4217,2.0426,-0.8561,-1.3759,1.6925,2.7895,2.8738,-986.5904,-15.0637,-1393.6516,-21.2789,2175.5081,33.2166,56.4189,3695.1352,-0.3092,806,811,-1.4748,629.9718,648.831,-2.0846,822,857,-1.537,699.2085,721.0383,4.8504,3577.4648,3246.4789,-2.9385,-3.0342,"1020",0.4094,1.5391,0.266,-4673.1913,2294,826.0775,357.0417,-25.8936,850,1444,-9.3187,374.549,451.5284,"17.0533",0.9258,0.6397,181.0995,2.7651,1.3721,334.5455,5.108,2.8026
"aipAr4TKUbIzMn8MXzJy","01/28/2025","16:54:53","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",654.566,0.3769,181.4338,-0.2629,7389.7059,-6309.9223,1659,253.4504,1268.0441,193.7229,1655,252.8393,1524.4163,232.8896,1788,273.1581,0.262,43.1631,0.136,22.4053,0.209,34.4316,0.567,0.607,82.9245,182.6052,491.355,265.5297,2.2021,-0.7978,-1.2511,1.6393,2.7192,2.8032,-906.1643,-13.5807,-1245.8491,-18.6716,2257.4509,33.8325,58.5402,3906.0573,-6.7069,772,883,-7.9778,583.4412,684.6029,-4.4743,854,934,-2.2489,745.067,779.3493,-6.0697,3470.5882,3919.1176,-14.7877,-4.441,"N/A",0.4089,1.6967,0.241,-4620.0781,2366,753.2916,361.4609,-23.8377,901,1465,-9.3149,341.5615,411.7301,"N/A",0.9341,0.6208,171.9455,2.577,1.2428,319.4095,4.787,2.7367
"4A9sDGrOTxDna4RHhzvX","01/28/2025","16:53:09","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",651.824,0.351,174.396,-0.2995,6426.5734,-5247.3336,1571,241.016,1260.8671,193.4367,1570,240.8626,1390.616,213.3423,1629,249.9141,0.266,41.1765,0.143,22.1362,0.237,36.6873,0.529,0.646,86.6302,175.8627,510.186,262.4929,2.03,-0.8237,-1.3165,1.6204,2.6247,2.7498,-939.5704,-14.1406,-1346.8662,-20.2704,2025.4135,30.4826,53.6962,3567.8389,5.8599,831,739,0.4415,633.2168,627.6503,0.798,821,808,3.6028,720.3586,670.2574,15.778,3720.2797,2706.2937,0.8019,6.9411,"N/A",0.3305,2.16,0.153,-15654.9024,4000,864.8235,613.6626,-6.85,1863,2137,2.1296,441.6204,423.203,"N/A",0.8189,0.5435,179.841,2.7066,1.3038,330.345,4.9717,2.6467
"w7BWGK9ZCsV8wDHwi69l","01/28/2025","16:50:36","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",652.575,0.3934,184.8453,-0.2896,7507.3529,-5784.462,1675,256.6755,1319.3676,202.1787,1672,256.2158,1480.4241,226.8588,1763,270.1605,0.245,40.4959,0.136,22.4793,0.224,37.0248,0.573,0.605,90.1683,186.2607,511.356,276.429,2.0657,-0.8546,-1.3673,1.701,2.7787,2.8758,-1014.8604,-15.2561,-1521.7583,-22.8762,2260.5219,33.9819,58.3381,3880.7311,-0.8373,829,843,-2.6695,642.0735,677.2941,-0.9643,873,890,0.2832,742.308,738.1161,4.7992,3933.8235,3573.5294,-5.2408,0.5295,"N/A",0.4082,1.6258,0.251,-4934.5207,2655,873.4021,406.8498,16.1582,1542,1113,-4.8657,415.4525,457.9496,"N/A",0.9471,0.6505,178.9185,2.6896,1.3555,332.4375,4.9975,2.8
"f8nxiQLZB9scxjfeB99J","01/23/2025","14:43:12","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",645.977,0.4036,185.2667,-0.3053,8851.5625,-5807.4642,1773,274.468,1376.9219,213.1534,1773,274.468,1466.708,227.0527,1774,274.6228,0.27,43.2692,0.128,20.5128,0.226,36.2179,0.59,0.624,92.9874,186.3477,508.011,279.3351,2.004,-0.8988,-1.4195,1.7303,2.8135,2.9026,-1098.82,-16.687,-1524.5063,-23.1516,2274.841,34.5464,58.11,3826.4787,-3.2149,858,915,-2.9039,668.4688,708.4531,-3.2694,858,916,-2.7996,712.823,753.885,-3.2657,4281.25,4570.3125,-5.6408,-5.4555,"N/A",0.4458,1.5373,0.29,-3236.4042,3180,1181.6977,492.2776,8.805,1730,1450,0.4843,593.7101,587.9876,"N/A",0.9455,0.6466,175.6725,2.6678,1.4121,332.3385,5.047,2.8299
"3GcNLUE3VFRoIzI2L2iK","01/23/2025","14:41:09","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",645.056,0.3729,177.8659,-0.2908,6337.8378,-5434.0469,1581,245.095,1219.1149,188.9936,1580,244.94,1441.4732,223.4648,1692,262.3028,0.263,41.4173,0.148,23.3071,0.224,35.2756,0.57,0.635,84.4872,179.1725,503.6205,263.6597,2.1207,-0.8257,-1.2954,1.6492,2.705,2.8095,-905.3442,-13.7685,-1249.1024,-18.9963,2141.6047,32.5695,57.3504,3771.0703,-5.0633,750,830,-11.0298,542.3243,676.7905,-4.6099,807,885,-2.7006,701.2723,740.2009,-1.4925,3121.6216,3216.2162,-19.9067,-5.285,"N/A",0.4199,1.6209,0.259,-4017.4624,3350,842.0558,519.3348,-8.8358,1527,1823,2.6342,432.1188,409.937,"N/A",0.8976,0.5873,179.9555,2.7368,1.2849,323.665,4.9223,2.7249
"V3T42ZzUJtxSQoADYOjy","01/23/2025","14:39:27","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",642.353,0.3447,170.2667,-0.2885,7119.7183,-5741.1822,1657,257.9579,1264.6408,196.8763,1653,257.3351,1436.3256,223.6038,1740,270.8791,0.28,43.956,0.142,22.292,0.215,33.752,0.54,0.637,87.8524,171.5156,488.688,259.368,1.9523,-0.8523,-1.3514,1.6378,2.6003,2.7184,-968.5837,-14.7922,-1328.6855,-20.2917,2085.4651,31.8492,54.3871,3561.2338,-7.199,767,886,-1.8705,620.493,644.1479,-5.0575,826,914,-2.5083,700.1488,736.1767,-18.2987,2908.4507,4211.2676,-3.5841,-4.9395,"N/A",0.3637,1.2719,0.286,-3385.1664,3010,783.1221,468.5897,-2.1927,1472,1538,5.375,412.6073,370.5148,"N/A",0.8477,0.541,179.0665,2.7347,1.3417,309.6215,4.7285,2.6194
"1AZDHEdNbHqp7C5IY6gv","01/21/2025","15:24:47","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",650.59,0.4049,186.9345,-0.3129,7062.5,-5315.1886,1663,255.6141,1288.6319,198.0713,1663,255.6141,1460.342,224.4643,1711,262.9921,0.271,41.9505,0.144,22.291,0.231,35.7585,0.585,0.646,91.364,187.8672,523.2025,279.2313,2.0562,-0.8696,-1.3824,1.7155,2.8187,2.9127,-1005.8159,-15.1663,-1405.1894,-21.1883,2260.4489,34.0845,58.463,3877.2104,-2.1046,814,849,-5.8853,606.3958,682.2361,-2.2794,836,875,-2.6143,711.0823,749.2597,10.9145,3916.6667,3145.8333,-11.1986,-5.0859,"N/A",0.4267,1.5521,0.275,-3804.5107,3282,808.5525,504.4652,-1.5235,1616,1666,-9.4791,365.9544,442.598,"N/A",0.9056,0.6269,185.049,2.7903,1.3776,338.1535,5.0989,2.8328
"4noexoyAwGscdU23sYrY","01/21/2025","15:22:56","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",651.25,0.3907,183.7725,-0.2776,8401.5748,-6200.0202,1722,264.4146,1353.7087,207.8631,1722,264.4146,1530.4067,234.9953,1817,279.0019,0.292,46.4968,0.127,20.2229,0.209,33.2803,0.567,0.628,88.6722,184.5863,492.0785,273.2585,2.0817,-0.8407,-1.3386,1.6925,2.7682,2.854,-1015.7956,-15.3013,-1415.1991,-21.3176,2323.4903,34.9995,59.7145,3964.2295,0.4646,865,857,-3.8663,650.685,703.0236,-3.2471,879,938,-2.9404,742.7033,787.7033,3.6551,4354.3307,4047.2441,-7.4879,-5.6979,"N/A",0.3934,1.5192,0.259,-4694.4029,2827,838.001,434.0883,-13.9017,1217,1610,-12.2939,367.4889,470.5121,"N/A",0.9029,0.6219,171.381,2.5816,1.3357,320.6975,4.8308,2.7805
"asCJC0XUKRJQT0w6WPc2","01/20/2025","10:30:35","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",641.427,0.3665,175.3453,-0.2878,7813.4328,-5842.0263,1682,262.2278,1288.6119,200.8977,1682,262.2278,1477.3333,230.3198,1788,278.7535,0.257,42.7621,0.134,22.2962,0.21,34.9418,0.56,0.601,86.1928,176.3688,483.2125,262.5616,2.0462,-0.8417,-1.3246,1.674,2.6817,2.7895,-967.9157,-14.8033,-1341.3046,-20.5139,2197.3559,33.6064,57.2625,3744.1112,-8.4423,770,912,-11.8628,567.8731,720.7388,-4.8098,851,937,-2.8114,717.9,759.4333,-5.6351,3686.5672,4126.8657,-21.2382,-5.5263,"1080",0.3909,1.636,0.239,-4547.7284,2907,816.7389,453.2082,-0.1032,1452,1455,5.2438,429.7833,386.9556,"9.9716",0.9318,0.6099,172.144,2.6328,1.3182,311.0685,4.7575,2.6974
"RV8P2ScCuZ2RicTq4Kms","01/20/2025","10:24:50","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",642.696,0.3861,180.3221,-0.2581,6949.6403,-6235.7262,1609,250.3516,1234.3597,192.0597,1608,250.196,1436.6754,223.5389,1671,259.9985,0.281,43.3642,0.139,21.4506,0.228,35.1852,0.569,0.648,81.7528,181.8158,499.438,263.5686,2.224,-0.8039,-1.2613,1.6679,2.7524,2.8462,-891.5751,-13.6088,-1202.4708,-18.3543,2164.1561,33.0333,57.0779,3739.425,-1.7413,790,818,-3.1566,597.6978,636.6619,-2.2142,817,854,0.1227,719.2193,717.4561,4.3478,3625.8993,3323.741,-6.1595,0.2078,"1010",0.3993,1.5062,0.265,-5012.2984,2746,834.4693,427.2627,-13.3285,1190,1556,-0.7392,414.1505,420.3188,"1.4603",0.8781,0.5959,171.0875,2.6114,1.2479,328.3505,5.0119,2.7752
"WnhxuC9IRTbgvyLLtiXD","01/20/2025","10:21:57","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",643.434,0.3894,181.2716,-0.2878,7711.1111,-5847.5481,1683,261.5653,1298.5704,201.8187,1683,261.5653,1452.7277,225.7773,1710,265.7615,0.261,42.0968,0.135,21.7742,0.224,36.129,0.58,0.62,87.9159,182.1083,501.017,270.0242,2.0714,-0.8514,-1.3438,1.6874,2.7637,2.8542,-986.471,-15.0401,-1388.9492,-21.1764,2207.9232,33.6627,57.2527,3755.1836,-4.5752,803,880,-11.1581,576.837,721.7333,-3.5088,825,885,-1.0863,718.4732,734.2545,2.2094,3940.7407,3770.3704,-20.1404,-2.197,"1060",0.4249,1.5014,0.283,-3861.7181,3338,830.4557,518.7789,4.0743,1737,1601,-12.5922,362.9415,467.5142,"22.3697",0.9355,0.6279,174.7795,2.6647,1.3404,326.2375,4.9739,2.7765
"jkEQ4XWdV0sZPO8Fj4Od","01/14/2025","15:52:40","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",647.882,0.3731,178.6986,-0.3363,6972.6027,-4947.1119,1664,256.8369,1294.3014,199.7742,1664,256.8369,1439.8805,222.2443,1724,266.0978,0.26,41.1392,0.146,23.1013,0.226,35.7595,0.574,0.632,93.8652,179.8107,514.688,273.6759,1.9156,-0.9005,-1.4286,1.6829,2.7058,2.8128,-1044.9683,-15.8225,-1447.1095,-21.9116,2163.9614,32.7659,55.4573,3662.5645,-4.4471,795,869,-5.0601,614.4041,679.8973,-4.2923,825,899,-3.5244,694.5664,745.3142,-0.1965,3479.4521,3493.1507,-9.6548,-6.821,"N/A",N/A,N/A,N/A,-3116.892,2745,907.9144,423.6883,-0.255,1369,1376,2.7307,466.3533,441.5611,"N/A",0.9082,0.5904,188.456,2.8535,1.4213,326.232,4.9397,2.7226
"FTFVAHLziiDjmFSlpXus","01/14/2025","15:50:57","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",643.154,0.3998,183.603,-0.2784,9114.7541,-6319.9454,1759,273.4959,1378.8033,214.3815,1756,273.0295,1504.8972,233.9871,1816,282.3585,0.244,42.069,0.122,21.0345,0.214,36.8966,0.575,0.58,89.1867,185.2725,490.559,274.4593,2.0774,-0.8569,-1.3765,1.7419,2.8005,2.9009,-1060.2447,-16.1719,-1464.9457,-22.3448,2325.7385,35.4744,60.2829,3952.2118,-7.5171,812,944,-9.0337,627.123,751.6803,-5.7269,856,960,-2.1357,736.3785,768.5187,-12.5899,3983.6066,5131.1475,-16.5498,-4.2404,"980",N/A,N/A,N/A,-4863.1932,2887,841.3408,448.8816,5.7153,1526,1361,3.4241,435.0745,406.2663,"6.6205",0.9914,0.6892,167.6515,2.5572,1.3604,322.9075,4.9253,2.826
"8wDB5sZfwjMyGjbi5UPi","01/09/2025","14:43:40","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",647.374,0.3785,179.8044,-0.3053,7007.0423,-5398.7981,1648,254.5669,1288.7183,199.0686,1648,254.5669,1482.9814,229.0765,1756,271.2497,0.253,41.4754,0.142,23.2787,0.215,35.2459,0.588,0.61,90.5674,180.4641,502.144,271.0315,1.9926,-0.8607,-1.3729,1.667,2.7247,2.8187,-995.183,-15.0805,-1382.8761,-20.9555,2222.5363,33.6793,57.3477,3784.4451,-1.0922,815,833,1.5869,654.5845,634.1338,-4.6697,837,919,-4.1108,711.0093,771.9721,-10.5528,3133.8028,3873.2394,3.1895,-7.8983,"N/A",N/A,N/A,N/A,-3562.8489,2841,1108.3179,438.8499,-0.8096,1409,1432,12.2199,621.8768,486.4411,"N/A",0.9639,0.6203,182.4945,2.7654,1.3724,319.6495,4.8438,2.7347
"cu9WmAIJgf7qnnHZDtZ1","01/09/2025","14:41:41","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",643.427,0.4049,184.8902,-0.2972,7683.8235,-5663.663,1683,261.5681,1319.0809,205.0086,1683,261.5681,1427.1102,221.7983,1702,264.5211,0.278,42.7692,0.136,20.9231,0.236,36.3077,0.573,0.65,91.3604,185.7747,516.49,277.1352,2.0334,-0.8756,-1.3972,1.74,2.8189,2.9202,-1034.0639,-15.7658,-1460.7395,-22.2711,2227.527,33.962,57.2097,3752.3223,-5.6447,794,889,-7.2115,611.9779,707.1029,-5.0529,808,894,-2.2696,697.3602,729.75,-1.4354,3786.7647,3897.0588,-13.4816,-4.4638,"N/A",N/A,N/A,N/A,-5218.325,2867,853.6728,445.5828,12.5916,1614,1253,12.2984,479.3305,374.3423,"N/A",0.8815,0.6231,178.8665,2.7271,1.3929,337.6235,5.1476,2.8324
"oKDx1cPA1IRi9rUni8HG","01/08/2025","14:04:06","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",655.128,0.3937,185.6233,-0.3157,7882.3529,-5474.4634,1729,263.9179,1366.7132,208.6177,1726,263.46,1455.1588,222.1182,1773,270.6341,0.342,48.1013,0.136,19.128,0.233,32.7707,0.585,0.711,96.2321,187.2482,525.2225,283.4803,1.9458,-0.9049,-1.4561,1.7251,2.7796,2.8773,-1113.3733,-16.6718,-1578.5978,-23.6382,2241.0893,33.5585,56.0505,3743.1461,-6.8366,804,922,-5.8637,643.2868,723.4265,-4.2301,849,924,-1.8493,714.1245,741.0343,-9.5149,3566.1765,4316.1765,-11.0579,-3.6753,"N/A",N/A,N/A,N/A,-3647.454,3273,823.7742,499.597,6.1412,1737,1536,1.8016,419.3078,404.4664,"N/A",0.8228,0.5538,185.3295,2.7752,1.441,339.893,5.0896,2.8039
"eBp1GKa1HCgfxCaufcGL","01/08/2025","14:03:41","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",652.872,0.4054,187.7139,-0.2954,7413.0435,-5684.4265,1680,257.3246,1322.6014,202.582,1680,257.3246,1486.7467,227.7241,1768,270.8035,0.283,43.808,0.138,21.3622,0.225,34.8297,0.581,0.646,91.9047,188.4433,517.3405,280.348,2.0504,-0.8539,-1.3825,1.7348,2.8206,2.9167,-1018.4076,-15.3025,-1436.7479,-21.5885,2313.1985,34.7579,58.9689,3924.4789,1.3095,851,829,-2.2666,646.3116,676.2899,-2.2624,864,904,-2.0346,728.2489,758.4978,4.5943,3876.8116,3536.2319,-4.4692,-3.973,"N/A",N/A,N/A,N/A,-4691.882,3174,892.1055,486.1596,-14.1147,1363,1811,3.252,460.5583,431.5471,"N/A",0.8994,0.6277,182.001,2.7347,1.381,335.3395,5.0388,2.8315
"fzHBhGngRSUk0UJtu1lP","01/08/2025","14:01:51","5E9krELhCQ7yLvDGYsGo",,"","Countermovement Jump","","",652.777,0.4011,186.6663,-0.3172,8124.0876,-5567.1219,1766,270.5365,1361.2993,208.5397,1765,270.3833,1446.0212,221.5184,1766,270.5365,0.295,44.1617,0.137,20.509,0.236,35.3293,0.584,0.668,96.5041,188.0656,528.0555,284.5697,1.9488,-0.924,-1.4621,1.7434,2.8052,2.9039,-1122.301,-16.8661,-1539.8103,-23.1404,2251.2684,33.8323,56.21,3740.3229,-4.9292,839,926,-4.9459,646.9854,714.3139,-4.8698,840,926,-1.7134,710.6229,735.3983,-9.0746,3693.4307,4430.6569,-9.4025,-3.3979,"N/A",N/A,N/A,N/A,-4177.6545,2925,891.6761,448.0856,14.3248,1672,1253,7.5672,479.5755,412.1006,"N/A",0.8743,0.6004,185.9345,2.7942,1.4503,342.121,5.1414,2.8263
